Run,Assay Type,BioProject,BioSample,Center Name,collection_date,Consent,Experiment,geo_loc_name_country,geo_loc_name_country_continent,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,AvgSpotLen,Bases,Bytes,DATASTORE filetype,DATASTORE provider,DATASTORE region,BioSampleModel,geo_loc_name,isolation_source,ww_population,ww_sample_duration,ww_sample_matrix,ww_sample_type,ww_surv_target_1_known_present,ww_surv_target_1,collected_by,purpose_of_ww_sampling,sequenced_by,ww_processing_protocol,ww_sample_site,ww_surv_jurisdiction,ww_surv_system_sample_id,collection_date (run),geo_loc_name (run),isolation_source (run),organism (run),ww_population (run),ww_sample_duration (run),ww_sample_matrix (run),ww_sample_type (run),ww_surv_target_1 (run),sewage_type,lat_lon,ENA-FIRST-PUBLIC (run),ena_first_public,ENA-LAST-UPDATE (run),ena_last_update,External_Id,geographic_location_(country_and/or_sea),INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,investigation_type,Sample_Name,Submitter_Id,geographic_location_(region_and_locality),isolate,SRA_accession,Title,name_of_the_sampling_site,note (run),wastewater_type,samp_collect_device,common_name,environment_(biome),environment_(feature),environment_(material),geographic_location_(latitude),geographic_location_(longitude),project_name,run_date (run),Sequencing_method,wastewater/sludge_environmental_package,Host,biotic_relationship,env_broad_scale,env_local_scale,env_medium,estimated_size,samp_mat_process,samp_size,samp_vol_we_dna_ext,size_frac,source_uvig,virus_enrich_appr,amplicon_size,epi_week,sequencing_platform,seuqncing_date,wwtp,Strain,collecting_institution,collector_name,host_common_name,host_health_state,host_scientific_name,host_sex,host_subject_id,sample_capture_status,passage_history,collected_by (run),Host_disease,biochem_oxygen_dem,chem_oxygen_dem,lab_host,collection_method,ref_biomaterial,Genotype
ERR5014648,AMPLICON,PRJEB42191,SAMEA7741828,BANGOR UNIVERSITY,2020-04-06,public,ERX4823549,United Kingdom,Europe,Illumina MiSeq,unspecified,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2021-01-05T00:00:00Z,SAMEA7741828,ERP126028,496,33651428,14401219,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",,,,,,,,,,,,,,,,,,,,,,,,,,Municipal wastewater treatment plant influent,,2020-12-28,2020-12-21,2020-12-19,2020-12-19,SAMEA7741828,United Kingdom,BANGOR UNIVERSITY,Bangor University,2020-12-21T04:05:24Z,2020-12-19T16:35:14Z,public,metagenome,Sample_16-Manchester2WK2,Sample_16-Manchester2WK2,Northwest England,,ERS5489182,SARS-CoV-2 amplicon reads from wastewater samples,Manchester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR5014649,AMPLICON,PRJEB42191,SAMEA7741829,BANGOR UNIVERSITY,2020-04-07,public,ERX4823550,United Kingdom,Europe,Illumina MiSeq,unspecified,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2021-01-05T00:00:00Z,SAMEA7741829,ERP126028,497,33276145,14263047,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",,,,,,,,,,,,,,,,,,,,,,,,,,Municipal wastewater treatment plant influent,,2020-12-28,2020-12-21,2020-12-19,2020-12-19,SAMEA7741829,United Kingdom,BANGOR UNIVERSITY,Bangor University,2020-12-21T04:05:24Z,2020-12-19T16:35:14Z,public,metagenome,Sample_17-Wrexham1WK2,Sample_17-Wrexham1WK2,North Wales,,ERS5489183,SARS-CoV-2 amplicon reads from wastewater samples,Wrexham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR5014650,AMPLICON,PRJEB42191,SAMEA7741830,BANGOR UNIVERSITY,2020-04-07,public,ERX4823551,United Kingdom,Europe,Illumina MiSeq,unspecified,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2021-01-05T00:00:00Z,SAMEA7741830,ERP126028,497,40600256,17181536,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",,,,,,,,,,,,,,,,,,,,,,,,,,Municipal wastewater treatment plant influent,,2020-12-28,2020-12-21,2020-12-19,2020-12-19,SAMEA7741830,United Kingdom,BANGOR UNIVERSITY,Bangor University,2020-12-21T04:05:24Z,2020-12-19T16:35:14Z,public,metagenome,Sample_18-Wrexham2WK2,Sample_18-Wrexham2WK2,North Wales,,ERS5489184,SARS-CoV-2 amplicon reads from wastewater samples,Wrexham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR5014651,AMPLICON,PRJEB42191,SAMEA7741831,BANGOR UNIVERSITY,2020-04-06,public,ERX4823552,United Kingdom,Europe,Illumina MiSeq,unspecified,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2021-01-05T00:00:00Z,SAMEA7741831,ERP126028,496,36320029,15280227,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",,,,,,,,,,,,,,,,,,,,,,,,,,Municipal wastewater treatment plant influent,,2020-12-28,2020-12-21,2020-12-19,2020-12-19,SAMEA7741831,United Kingdom,BANGOR UNIVERSITY,Bangor University,2020-12-21T04:05:24Z,2020-12-19T16:35:14Z,public,metagenome,Sample_19-Liverpool1WK2,Sample_19-Liverpool1WK2,Northwest England,,ERS5489185,SARS-CoV-2 amplicon reads from wastewater samples,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR5014652,AMPLICON,PRJEB42191,SAMEA7741832,BANGOR UNIVERSITY,2020-04-06,public,ERX4823553,United Kingdom,Europe,Illumina MiSeq,unspecified,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2021-01-05T00:00:00Z,SAMEA7741832,ERP126028,497,34989284,14921177,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",,,,,,,,,,,,,,,,,,,,,,,,,,Municipal wastewater treatment plant influent,,2020-12-28,2020-12-21,2020-12-19,2020-12-19,SAMEA7741832,United Kingdom,BANGOR UNIVERSITY,Bangor University,2020-12-21T04:05:24Z,2020-12-19T16:35:14Z,public,metagenome,Sample_20-Liverpool2WK2,Sample_20-Liverpool2WK2,Northwest England,,ERS5489186,SARS-CoV-2 amplicon reads from wastewater samples,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR5014653,AMPLICON,PRJEB42191,SAMEA7741833,BANGOR UNIVERSITY,2020-04-06,public,ERX4823554,United Kingdom,Europe,Illumina MiSeq,unspecified,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2021-01-05T00:00:00Z,SAMEA7741833,ERP126028,497,29862441,12766062,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",,,,,,,,,,,,,,,,,,,,,,,,,,Municipal wastewater treatment plant influent,,2020-12-28,2020-12-21,2020-12-19,2020-12-19,SAMEA7741833,United Kingdom,BANGOR UNIVERSITY,Bangor University,2020-12-21T04:05:24Z,2020-12-19T16:35:14Z,public,metagenome,Sample_21-TheWirral1WK2,Sample_21-TheWirral1WK2,Northwest England,,ERS5489187,SARS-CoV-2 amplicon reads from wastewater samples,The Wirral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR5014654,AMPLICON,PRJEB42191,SAMEA7741834,BANGOR UNIVERSITY,2020-04-06,public,ERX4823555,United Kingdom,Europe,Illumina MiSeq,unspecified,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2021-01-05T00:00:00Z,SAMEA7741834,ERP126028,496,27106818,12273698,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",,,,,,,,,,,,,,,,,,,,,,,,,,Municipal wastewater treatment plant influent,,2020-12-28,2020-12-21,2020-12-19,2020-12-19,SAMEA7741834,United Kingdom,BANGOR UNIVERSITY,Bangor University,2020-12-21T04:05:24Z,2020-12-19T16:35:14Z,public,metagenome,Sample_22-TheWirral2WK2,Sample_22-TheWirral2WK2,Northwest England,,ERS5489188,SARS-CoV-2 amplicon reads from wastewater samples,The Wirral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR5014655,AMPLICON,PRJEB42191,SAMEA7741835,BANGOR UNIVERSITY,2020-04-06,public,ERX4823556,United Kingdom,Europe,Illumina MiSeq,unspecified,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2021-01-05T00:00:00Z,SAMEA7741835,ERP126028,496,29766570,12409261,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",,,,,,,,,,,,,,,,,,,,,,,,,,Municipal wastewater treatment plant influent,,2020-12-28,2020-12-21,2020-12-19,2020-12-19,SAMEA7741835,United Kingdom,BANGOR UNIVERSITY,Bangor University,2020-12-21T04:05:24Z,2020-12-19T16:35:14Z,public,metagenome,Sample_23-Gwynedd1WK2,Sample_23-Gwynedd1WK2,North Wales,,ERS5489189,SARS-CoV-2 amplicon reads from wastewater samples,Gwynedd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR5014656,AMPLICON,PRJEB42191,SAMEA7741836,BANGOR UNIVERSITY,2020-04-06,public,ERX4823557,United Kingdom,Europe,Illumina MiSeq,unspecified,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2021-01-05T00:00:00Z,SAMEA7741836,ERP126028,496,31536063,13568805,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",,,,,,,,,,,,,,,,,,,,,,,,,,Municipal wastewater treatment plant influent,,2020-12-28,2020-12-21,2020-12-19,2020-12-19,SAMEA7741836,United Kingdom,BANGOR UNIVERSITY,Bangor University,2020-12-21T04:05:24Z,2020-12-19T16:35:14Z,public,metagenome,Sample_24-Gwynedd2WK2,Sample_24-Gwynedd2WK2,North Wales,,ERS5489190,SARS-CoV-2 amplicon reads from wastewater samples,Gwynedd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR5014657,AMPLICON,PRJEB42191,SAMEA7741837,BANGOR UNIVERSITY,2020-04-16,public,ERX4823558,United Kingdom,Europe,Illumina MiSeq,unspecified,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2021-01-05T00:00:00Z,SAMEA7741837,ERP126028,496,29464680,12565582,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",,,,,,,,,,,,,,,,,,,,,,,,,,Municipal wastewater treatment plant influent,,2020-12-28,2020-12-21,2020-12-19,2020-12-19,SAMEA7741837,United Kingdom,BANGOR UNIVERSITY,Bangor University,2020-12-21T04:05:24Z,2020-12-19T16:35:14Z,public,metagenome,Sample_25-Cardiff1WK3,Sample_25-Cardiff1WK3,South Wales,,ERS5489191,SARS-CoV-2 amplicon reads from wastewater samples,Cardiff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR5014658,AMPLICON,PRJEB42191,SAMEA7741838,BANGOR UNIVERSITY,2020-04-16,public,ERX4823559,United Kingdom,Europe,Illumina MiSeq,unspecified,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2021-01-05T00:00:00Z,SAMEA7741838,ERP126028,497,35226074,15614300,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",,,,,,,,,,,,,,,,,,,,,,,,,,Municipal wastewater treatment plant influent,,2020-12-28,2020-12-21,2020-12-19,2020-12-19,SAMEA7741838,United Kingdom,BANGOR UNIVERSITY,Bangor University,2020-12-21T04:05:24Z,2020-12-19T16:35:14Z,public,metagenome,Sample_26-Cardiff2WK3,Sample_26-Cardiff2WK3,South Wales,,ERS5489192,SARS-CoV-2 amplicon reads from wastewater samples,Cardiff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR5014659,AMPLICON,PRJEB42191,SAMEA7741839,BANGOR UNIVERSITY,2020-04-14,public,ERX4823560,United Kingdom,Europe,Illumina MiSeq,unspecified,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2021-01-05T00:00:00Z,SAMEA7741839,ERP126028,496,39901133,18044529,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",,,,,,,,,,,,,,,,,,,,,,,,,,Municipal wastewater treatment plant influent,,2020-12-28,2020-12-21,2020-12-19,2020-12-19,SAMEA7741839,United Kingdom,BANGOR UNIVERSITY,Bangor University,2020-12-21T04:05:24Z,2020-12-19T16:35:14Z,public,metagenome,Sample_27-Manchester1WK3,Sample_27-Manchester1WK3,Northwest England,,ERS5489193,SARS-CoV-2 amplicon reads from wastewater samples,Manchester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR5014660,AMPLICON,PRJEB42191,SAMEA7741840,BANGOR UNIVERSITY,2020-04-14,public,ERX4823561,United Kingdom,Europe,Illumina MiSeq,unspecified,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2021-01-05T00:00:00Z,SAMEA7741840,ERP126028,495,35769703,15800778,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",,,,,,,,,,,,,,,,,,,,,,,,,,Municipal wastewater treatment plant influent,,2020-12-28,2020-12-21,2020-12-19,2020-12-19,SAMEA7741840,United Kingdom,BANGOR UNIVERSITY,Bangor University,2020-12-21T04:05:24Z,2020-12-19T16:35:14Z,public,metagenome,Sample_28-Manchester2WK3,Sample_28-Manchester2WK3,Northwest England,,ERS5489194,SARS-CoV-2 amplicon reads from wastewater samples,Manchester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR5014661,AMPLICON,PRJEB42191,SAMEA7741841,BANGOR UNIVERSITY,2020-04-16,public,ERX4823562,United Kingdom,Europe,Illumina MiSeq,unspecified,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2021-01-05T00:00:00Z,SAMEA7741841,ERP126028,496,37561786,16266566,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",,,,,,,,,,,,,,,,,,,,,,,,,,Municipal wastewater treatment plant influent,,2020-12-28,2020-12-21,2020-12-19,2020-12-19,SAMEA7741841,United Kingdom,BANGOR UNIVERSITY,Bangor University,2020-12-21T04:05:24Z,2020-12-19T16:35:14Z,public,metagenome,Sample_29-Wrexham1WK3,Sample_29-Wrexham1WK3,North Wales,,ERS5489195,SARS-CoV-2 amplicon reads from wastewater samples,Wrexham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR5014662,AMPLICON,PRJEB42191,SAMEA7741842,BANGOR UNIVERSITY,2020-04-16,public,ERX4823563,United Kingdom,Europe,Illumina MiSeq,unspecified,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2021-01-05T00:00:00Z,SAMEA7741842,ERP126028,494,40155417,17027137,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",,,,,,,,,,,,,,,,,,,,,,,,,,Municipal wastewater treatment plant influent,,2020-12-28,2020-12-21,2020-12-19,2020-12-19,SAMEA7741842,United Kingdom,BANGOR UNIVERSITY,Bangor University,2020-12-21T04:05:24Z,2020-12-19T16:35:14Z,public,metagenome,Sample_30-Wrexham2WK3,Sample_30-Wrexham2WK3,North Wales,,ERS5489196,SARS-CoV-2 amplicon reads from wastewater samples,Wrexham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR5014663,AMPLICON,PRJEB42191,SAMEA7741843,BANGOR UNIVERSITY,2020-04-14,public,ERX4823564,United Kingdom,Europe,Illumina MiSeq,unspecified,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2021-01-05T00:00:00Z,SAMEA7741843,ERP126028,497,37936628,15879569,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",,,,,,,,,,,,,,,,,,,,,,,,,,Municipal wastewater treatment plant influent,,2020-12-28,2020-12-21,2020-12-19,2020-12-19,SAMEA7741843,United Kingdom,BANGOR UNIVERSITY,Bangor University,2020-12-21T04:05:24Z,2020-12-19T16:35:14Z,public,metagenome,Sample_31-Liverpool1WK3,Sample_31-Liverpool1WK3,Northwest England,,ERS5489197,SARS-CoV-2 amplicon reads from wastewater samples,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR5014664,AMPLICON,PRJEB42191,SAMEA7741844,BANGOR UNIVERSITY,2020-04-14,public,ERX4823565,United Kingdom,Europe,Illumina MiSeq,unspecified,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2021-01-05T00:00:00Z,SAMEA7741844,ERP126028,497,38549017,16823444,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",,,,,,,,,,,,,,,,,,,,,,,,,,Municipal wastewater treatment plant influent,,2020-12-28,2020-12-21,2020-12-19,2020-12-19,SAMEA7741844,United Kingdom,BANGOR UNIVERSITY,Bangor University,2020-12-21T04:05:24Z,2020-12-19T16:35:14Z,public,metagenome,Sample_32-Liverpool2WK3,Sample_32-Liverpool2WK3,Northwest England,,ERS5489198,SARS-CoV-2 amplicon reads from wastewater samples,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR5014665,AMPLICON,PRJEB42191,SAMEA7741845,BANGOR UNIVERSITY,2020-04-14,public,ERX4823566,United Kingdom,Europe,Illumina MiSeq,unspecified,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2021-01-05T00:00:00Z,SAMEA7741845,ERP126028,497,39225362,16607940,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",,,,,,,,,,,,,,,,,,,,,,,,,,Municipal wastewater treatment plant influent,,2020-12-28,2020-12-21,2020-12-19,2020-12-19,SAMEA7741845,United Kingdom,BANGOR UNIVERSITY,Bangor University,2020-12-21T04:05:24Z,2020-12-19T16:35:14Z,public,metagenome,Sample_33-TheWirral1WK3,Sample_33-TheWirral1WK3,Northwest England,,ERS5489199,SARS-CoV-2 amplicon reads from wastewater samples,The Wirral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR5014666,AMPLICON,PRJEB42191,SAMEA7741846,BANGOR UNIVERSITY,2020-04-14,public,ERX4823567,United Kingdom,Europe,Illumina MiSeq,unspecified,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2021-01-05T00:00:00Z,SAMEA7741846,ERP126028,497,40557798,16969236,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",,,,,,,,,,,,,,,,,,,,,,,,,,Municipal wastewater treatment plant influent,,2020-12-28,2020-12-21,2020-12-19,2020-12-19,SAMEA7741846,United Kingdom,BANGOR UNIVERSITY,Bangor University,2020-12-21T04:05:24Z,2020-12-19T16:35:14Z,public,metagenome,Sample_34-TheWirral2WK3,Sample_34-TheWirral2WK3,Northwest England,,ERS5489200,SARS-CoV-2 amplicon reads from wastewater samples,The Wirral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR5014667,AMPLICON,PRJEB42191,SAMEA7741847,BANGOR UNIVERSITY,2020-04-14,public,ERX4823568,United Kingdom,Europe,Illumina MiSeq,unspecified,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2021-01-05T00:00:00Z,SAMEA7741847,ERP126028,496,37764935,16505683,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",,,,,,,,,,,,,,,,,,,,,,,,,,Municipal wastewater treatment plant influent,,2020-12-28,2020-12-21,2020-12-19,2020-12-19,SAMEA7741847,United Kingdom,BANGOR UNIVERSITY,Bangor University,2020-12-21T04:05:24Z,2020-12-19T16:35:14Z,public,metagenome,Sample_35-Gwynedd1WK3,Sample_35-Gwynedd1WK3,North Wales,,ERS5489201,SARS-CoV-2 amplicon reads from wastewater samples,Gwynedd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR5014668,AMPLICON,PRJEB42191,SAMEA7741848,BANGOR UNIVERSITY,2020-04-14,public,ERX4823569,United Kingdom,Europe,Illumina MiSeq,unspecified,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2021-01-05T00:00:00Z,SAMEA7741848,ERP126028,497,35697320,15357056,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",,,,,,,,,,,,,,,,,,,,,,,,,,Municipal wastewater treatment plant influent,,2020-12-28,2020-12-21,2020-12-19,2020-12-19,SAMEA7741848,United Kingdom,BANGOR UNIVERSITY,Bangor University,2020-12-21T04:05:24Z,2020-12-19T16:35:14Z,public,metagenome,Sample_36-Gwynedd2WK3,Sample_36-Gwynedd2WK3,North Wales,,ERS5489202,SARS-CoV-2 amplicon reads from wastewater samples,Gwynedd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR5014669,AMPLICON,PRJEB42191,SAMEA7741849,BANGOR UNIVERSITY,2020-04-21,public,ERX4823570,United Kingdom,Europe,Illumina MiSeq,unspecified,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2021-01-05T00:00:00Z,SAMEA7741849,ERP126028,496,23741203,10347070,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",,,,,,,,,,,,,,,,,,,,,,,,,,Municipal wastewater treatment plant influent,,2020-12-28,2020-12-21,2020-12-19,2020-12-19,SAMEA7741849,United Kingdom,BANGOR UNIVERSITY,Bangor University,2020-12-21T04:05:24Z,2020-12-19T16:35:14Z,public,metagenome,Sample_37-Cardiff1WK4,Sample_37-Cardiff1WK4,South Wales,,ERS5489203,SARS-CoV-2 amplicon reads from wastewater samples,Cardiff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR5014670,AMPLICON,PRJEB42191,SAMEA7741850,BANGOR UNIVERSITY,2020-04-21,public,ERX4823571,United Kingdom,Europe,Illumina MiSeq,unspecified,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2021-01-05T00:00:00Z,SAMEA7741850,ERP126028,496,38031311,16586912,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",,,,,,,,,,,,,,,,,,,,,,,,,,Municipal wastewater treatment plant influent,,2020-12-28,2020-12-21,2020-12-19,2020-12-19,SAMEA7741850,United Kingdom,BANGOR UNIVERSITY,Bangor University,2020-12-21T04:05:24Z,2020-12-19T16:35:14Z,public,metagenome,Sample_38-Cardiff2WK4,Sample_38-Cardiff2WK4,South Wales,,ERS5489204,SARS-CoV-2 amplicon reads from wastewater samples,Cardiff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR5014671,AMPLICON,PRJEB42191,SAMEA7741851,BANGOR UNIVERSITY,2020-04-20,public,ERX4823572,United Kingdom,Europe,Illumina MiSeq,unspecified,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2021-01-05T00:00:00Z,SAMEA7741851,ERP126028,497,39457069,16917703,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",,,,,,,,,,,,,,,,,,,,,,,,,,Municipal wastewater treatment plant influent,,2020-12-28,2020-12-21,2020-12-19,2020-12-19,SAMEA7741851,United Kingdom,BANGOR UNIVERSITY,Bangor University,2020-12-21T04:05:24Z,2020-12-19T16:35:14Z,public,metagenome,Sample_39-Manchester1WK4,Sample_39-Manchester1WK4,Northwest England,,ERS5489205,SARS-CoV-2 amplicon reads from wastewater samples,Manchester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR5014672,AMPLICON,PRJEB42191,SAMEA7741852,BANGOR UNIVERSITY,2020-04-20,public,ERX4823573,United Kingdom,Europe,Illumina MiSeq,unspecified,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2021-01-05T00:00:00Z,SAMEA7741852,ERP126028,496,39843436,16815711,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",,,,,,,,,,,,,,,,,,,,,,,,,,Municipal wastewater treatment plant influent,,2020-12-28,2020-12-21,2020-12-19,2020-12-19,SAMEA7741852,United Kingdom,BANGOR UNIVERSITY,Bangor University,2020-12-21T04:05:24Z,2020-12-19T16:35:14Z,public,metagenome,Sample_40-Manchester2WK4,Sample_40-Manchester2WK4,Northwest England,,ERS5489206,SARS-CoV-2 amplicon reads from wastewater samples,Manchester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR5014673,AMPLICON,PRJEB42191,SAMEA7741853,BANGOR UNIVERSITY,2020-04-21,public,ERX4823574,United Kingdom,Europe,Illumina MiSeq,unspecified,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2021-01-05T00:00:00Z,SAMEA7741853,ERP126028,497,39253877,16271181,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",,,,,,,,,,,,,,,,,,,,,,,,,,Municipal wastewater treatment plant influent,,2020-12-28,2020-12-21,2020-12-19,2020-12-19,SAMEA7741853,United Kingdom,BANGOR UNIVERSITY,Bangor University,2020-12-21T04:05:24Z,2020-12-19T16:35:14Z,public,metagenome,Sample_41-Wrexham1WK4,Sample_41-Wrexham1WK4,North Wales,,ERS5489207,SARS-CoV-2 amplicon reads from wastewater samples,Wrexham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR5014674,AMPLICON,PRJEB42191,SAMEA7741854,BANGOR UNIVERSITY,2020-04-21,public,ERX4823575,United Kingdom,Europe,Illumina MiSeq,unspecified,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2021-01-05T00:00:00Z,SAMEA7741854,ERP126028,496,41291241,18078055,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",,,,,,,,,,,,,,,,,,,,,,,,,,Municipal wastewater treatment plant influent,,2020-12-28,2020-12-21,2020-12-19,2020-12-19,SAMEA7741854,United Kingdom,BANGOR UNIVERSITY,Bangor University,2020-12-21T04:05:24Z,2020-12-19T16:35:14Z,public,metagenome,Sample_42-Wrexham2WK4,Sample_42-Wrexham2WK4,North Wales,,ERS5489208,SARS-CoV-2 amplicon reads from wastewater samples,Wrexham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
